NOTE: While the addresses returned from swapping are correct, there is an issue with memory from another variable overlapping the external disk array.
So junk data will appear in areas, but the 2 pages swapped out at the beginning are correct. Did not have time to fix the issue.

  Ext. Disk Addr.  | Content  |
       0x03EE      |   C (67) |
       0x03EF      | null (0) |
       0x03F0      |   1 (49) |
       0x03F1      | null (0) |
       0x03F2      | null (0) |
       0x03F3      | null (0) |
       0x03F4      |   J (74) |
       0x03F5      | null (0) |
       0x03F6      | null (0) |
       0x03F7      | null (0) |
       0x03F8      | null (0) |
       0x03F9      | null (0) |
       0x03FA      |   R (82) |
       0x03FB      | null (0) |
       0x03FC      | null (0) |
       0x03FD      | null (0) |
       0x03FE      |   E (69) |
       0x03FF      | null (0) |
       0x0400      | null (0) |
       0x0401      | null (0) |
       0x0402      |   J (74) |
       0x0403      | null (0) |
       0x0404      | null (0) |
       0x0405      | null (0) |
       0x0406      | null (0) |
       0x0407      | null (0) |
       0x0408      | null (0) |
       0x0409      | null (0) |
       0x040A      | null (0) |
       0x040B      | null (0) |
       0x040C      | null (0) |
       0x040D      | null (0) |
       0x040E      |   > (62) |
       0x040F      | null (0) |
       0x0410      |   N (78) |
       0x0411      | null (0) |
       0x0412      | null (0) |
       0x0413      | null (0) |
       0x0414      | null (0) |
       0x0415      | null (0) |
       0x0416      |   S (83) |
       0x0417      | null (0) |
       0x0418      |   K (75) |
       0x0419      | null (0) |
       0x041A      |   0 (48) |
       0x041B      | null (0) |
       0x041C      |   G (71) |
       0x041D      | null (0) |
       0x041E      |   C (67) |
       0x041F      | null (0) |
       0x0420      | null (0) |
       0x0421      | null (0) |
       0x0422      | null (0) |
       0x0423      | null (0) |
       0x0424      | null (0) |
       0x0425      | null (0) |
       0x0426      | null (0) |
       0x0427      | null (0) |
       0x0428      | null (0) |
       0x0429      | null (0) |
       0x042A      | null (0) |
       0x042B      | null (0) |
       0x042C      | null (0) |
       0x042D      | null (0) |
       0x042E      |   7 (55) |
       0x042F      | null (0) |
       0x0430      |   L (76) |
       0x0431      | null (0) |
       0x0432      |   2 (50) |
       0x0433      | null (0) |
       0x0434      |   = (61) |
       0x0435      | null (0) |
       0x0436      | null (0) |
       0x0437      | null (0) |
       0x0438      |   S (83) |
       0x0439      | null (0) |
       0x043A      | null (0) |
       0x043B      | null (0) |
       0x043C      |   = (61) |
       0x043D      | null (0) |
       0x043E      |   K (75) |
       0x043F      | null (0) |
       0x0440      | null (0) |
       0x0441      | null (0) |
       0x0442      | null (0) |
       0x0443      | null (0) |
       0x0444      | null (0) |
       0x0445      | null (0) |
       0x0446      | null (0) |
       0x0447      | null (0) |
       0x0448      | null (0) |
       0x0449      | null (0) |
       0x044A      | null (0) |
       0x044B      | null (0) |
       0x044C      |   5 (53) |
       0x044D      | null (0) |
       0x044E      |   2 (50) |
       0x044F      | null (0) |
       0x0450      |   E (69) |
       0x0451      | null (0) |
       0x0452      |   S (83) |
       0x0453      | null (0) |
       0x0454      | null (0) |
       0x0455      | null (0) |
       0x0456      |   2 (50) |
       0x0457      | null (0) |
       0x0458      |   5 (53) |
       0x0459      | null (0) |
       0x045A      |   S (83) |
       0x045B      | null (0) |
       0x045C      |   7 (55) |
       0x045D      | null (0) |
       0x045E      |   8 (56) |
       0x045F      | null (0) |
       0x0460      | null (0) |
       0x0461      | null (0) |
       0x0462      | null (0) |
       0x0463      | null (0) |
       0x0464      |   Y (89) |
       0x0465      | null (0) |
       0x0466      |   V (86) |
       0x0467      | null (0) |
       0x0468      | null (0) |
       0x0469      | null (0) |
       0x046A      | null (0) |
       0x046B      | null (0) |
       0x046C      | null (0) |
       0x046D      | null (0) |
       0x046E      |   Q (81) |
       0x046F      | null (0) |
       0x0470      |   4 (52) |
       0x0471      | null (0) |
       0x0472      |   H (72) |
       0x0473      | null (0) |
       0x0474      | null (0) |
       0x0475      | null (0) |
       0x0476      | null (0) |
       0x0477      | null (0) |
       0x0478      | null (0) |
       0x0479      | null (0) |
       0x047A      | null (0) |
       0x047B      | null (0) |
       0x047C      |   6 (54) |
       0x047D      | null (0) |
       0x047E      |   J (74) |
       0x047F      | null (0) |
       0x0480      | null (0) |
       0x0481      | null (0) |
       0x0482      | null (0) |
       0x0483      | null (0) |
       0x0484      | null (0) |
       0x0485      | null (0) |
       0x0486      |   7 (55) |
       0x0487      | null (0) |
       0x0488      |   P (80) |
       0x0489      | null (0) |
       0x048A      |   > (62) |
       0x048B      | null (0) |
       0x048C      | null (0) |
       0x048D      | null (0) |
       0x048E      | null (0) |
       0x048F      | null (0) |
       0x0490      |   H (72) |
       0x0491      | null (0) |
       0x0492      |   1 (49) |
       0x0493      | null (0) |
       0x0494      | null (0) |
       0x0495      | null (0) |
       0x0496      | null (0) |
       0x0497      | null (0) |
       0x0498      | null (0) |
       0x0499      | null (0) |
       0x049A      |   W (87) |
       0x049B      | null (0) |
       0x049C      | null (0) |
       0x049D      | null (0) |
       0x049E      |   8 (56) |
       0x049F      | null (0) |
       0x04A0      |   ; (59) |
       0x04A1      | null (0) |
       0x04A2      |   R (82) |
       0x04A3      | null (0) |
       0x04A4      | null (0) |
       0x04A5      | null (0) |
       0x04A6      | null (0) |
       0x04A7      | null (0) |
       0x04A8      | null (0) |
       0x04A9      | null (0) |
       0x04AA      | null (0) |
       0x04AB      | null (0) |
       0x04AC      | null (0) |
       0x04AD      | null (0) |
       0x04AE      | null (0) |
       0x04AF      | null (0) |
       0x04B0      | null (0) |
       0x04B1      | null (0) |
       0x04B2      | null (0) |
       0x04B3      | null (0) |
       0x04B4      |   1 (49) |
       0x04B5      | null (0) |
       0x04B6      |   W (87) |
       0x04B7      | null (0) |
       0x04B8      |   @ (64) |
       0x04B9      | null (0) |
       0x04BA      |   ? (63) |
       0x04BB      | null (0) |
       0x04BC      |   < (60) |
       0x04BD      | null (0) |
       0x04BE      | null (0) |
       0x04BF      | null (0) |
       0x04C0      |   ; (59) |
       0x04C1      | null (0) |
       0x04C2      | null (0) |
       0x04C3      | null (0) |
       0x04C4      |   X (88) |
       0x04C5      | null (0) |
       0x04C6      |   1 (49) |
       0x04C7      | null (0) |
       0x04C8      |   G (71) |
       0x04C9      | null (0) |
       0x04CA      | null (0) |
       0x04CB      | null (0) |
       0x04CC      | null (0) |
       0x04CD      | null (0) |
       0x04CE      |   ? (63) |
       0x04CF      | null (0) |
       0x04D0      |   Q (81) |
       0x04D1      | null (0) |
       0x04D2      |   V (86) |
       0x04D3      | null (0) |
       0x04D4      |   C (67) |
       0x04D5      | null (0) |
       0x04D6      | null (0) |
       0x04D7      | null (0) |
       0x04D8      |   9 (57) |
       0x04D9      | null (0) |
       0x04DA      |   6 (54) |
       0x04DB      | null (0) |
       0x04DC      |   5 (53) |
       0x04DD      | null (0) |
       0x04DE      | null (0) |
       0x04DF      | null (0) |
       0x04E0      |   5 (53) |
       0x04E1      | null (0) |
       0x04E2      |   Y (89) |
       0x04E3      | null (0) |
       0x04E4      | null (0) |
       0x04E5      | null (0) |
       0x04E6      |   8 (56) |
       0x04E7      | null (0) |
       0x04E8      |   A (65) |
       0x04E9      | null (0) |
       0x04EA      |   3 (51) |
       0x04EB      | null (0) |
       0x04EC      | null (0) |
       0x04ED      | null (0) |
       0x04EE      | null (0) |
       0x04EF      | null (0) |
       0x04F0      | null (0) |
       0x04F1      | null (0) |
       0x04F2      | null (0) |
       0x04F3      | null (0) |
       0x04F4      |   : (58) |
       0x04F5      | null (0) |
       0x04F6      |   T (84) |
       0x04F7      | null (0) |
       0x04F8      |   3 (51) |
       0x04F9      | null (0) |
       0x04FA      | null (0) |
       0x04FB      | null (0) |
       0x04FC      | null (0) |
       0x04FD      | null (0) |
       0x04FE      |   H (72) |
       0x04FF      | null (0) |
       0x0500      |   O (79) |
       0x0501      | null (0) |
       0x0502      |   B (66) |
       0x0503      | null (0) |
       0x0504      | null (0) |
       0x0505      | null (0) |
       0x0506      |   ? (63) |
       0x0507      | null (0) |
       0x0508      |   9 (57) |
       0x0509      | null (0) |
       0x050A      |   F (70) |
       0x050B      | null (0) |
       0x050C      |   5 (53) |
       0x050D      | null (0) |
       0x050E      |   < (60) |
       0x050F      | null (0) |
       0x0510      | null (0) |
       0x0511      | null (0) |
       0x0512      | null (0) |
       0x0513      | null (0) |
       0x0514      |   T (84) |
       0x0515      | null (0) |
       0x0516      | null (0) |
       0x0517      | null (0) |
       0x0518      | null (0) |
       0x0519      | null (0) |
       0x051A      |   3 (51) |
       0x051B      | null (0) |
       0x051C      | null (0) |
       0x051D      | null (0) |
       0x051E      |   J (74) |
       0x051F      | null (0) |
       0x0520      |   G (71) |
       0x0521      | null (0) |
       0x0522      | null (0) |
       0x0523      | null (0) |
       0x0524      | null (0) |
       0x0525      | null (0) |
       0x0526      | null (0) |
       0x0527      | null (0) |
       0x0528      | null (0) |
       0x0529      | null (0) |
       0x052A      | null (0) |
       0x052B      | null (0) |
       0x052C      | null (0) |
       0x052D      | null (0) |
       0x052E      |   M (77) |
       0x052F      | null (0) |
       0x0530      | null (0) |
       0x0531      | null (0) |
       0x0532      | null (0) |
       0x0533      | null (0) |
       0x0534      | null (0) |
       0x0535      | null (0) |
       0x0536      |   5 (53) |
       0x0537      | null (0) |
       0x0538      | null (0) |
       0x0539      | null (0) |
       0x053A      |   D (68) |
       0x053B      | null (0) |
       0x053C      |   X (88) |
       0x053D      | null (0) |
       0x053E      |   E (69) |
       0x053F      | null (0) |
       0x0540      | null (0) |
       0x0541      | null (0) |
       0x0542      |   D (68) |
       0x0543      | null (0) |
       0x0544      |   U (85) |
       0x0545      | null (0) |
       0x0546      | null (0) |
       0x0547      | null (0) |
       0x0548      |   : (58) |
       0x0549      | null (0) |
       0x054A      |   G (71) |
       0x054B      | null (0) |
       0x054C      |   I (73) |
       0x054D      | null (0) |
       0x054E      | null (0) |
       0x054F      | null (0) |
       0x0550      |   P (80) |
       0x0551      | null (0) |
       0x0552      | null (0) |
       0x0553      | null (0) |
       0x0554      | null (0) |
       0x0555      | null (0) |
       0x0556      | null (0) |
       0x0557      | null (0) |
       0x0558      |   ; (59) |
       0x0559      | null (0) |
       0x055A      | null (0) |
       0x055B      | null (0) |
       0x055C      | null (0) |
       0x055D      | null (0) |
       0x055E      | null (0) |
       0x055F      | null (0) |
       0x0560      | null (0) |
       0x0561      | null (0) |
       0x0562      | null (0) |
       0x0563      | null (0) |
       0x0564      |   E (69) |
       0x0565      | null (0) |
       0x0566      | null (0) |
       0x0567      | null (0) |
       0x0568      | null (0) |
       0x0569      | null (0) |
       0x056A      |   T (84) |
       0x056B      | null (0) |
       0x056C      |   A (65) |
       0x056D      | null (0) |
       0x056E      | null (0) |
       0x056F      | null (0) |
       0x0570      |   G (71) |
       0x0571      | null (0) |
       0x0572      |   > (62) |
       0x0573      | null (0) |
       0x0574      |   B (66) |
       0x0575      | null (0) |
       0x0576      | null (0) |
       0x0577      | null (0) |
       0x0578      |   9 (57) |
       0x0579      | null (0) |
       0x057A      |   ; (59) |
       0x057B      | null (0) |
       0x057C      | null (0) |
